lsoa11,Trips per hour (2006/08),Trips per hour (2010),Trips per hour (2023),Trips per hour change: 2006/08-2023,Trips per hour change: 2010-2023,Trips per hour % change: 2006/08-2023,Trips per hour % change: 2010-2023,Trips per hour change rank (2006/08-2023),Trips per hour change rank (2010-2023)
E01000396,39,35,37,-2,2,-5.0%,5.5%,"34,226","35,619"
E01000398,11,10,19,9,9,80.0%,89.7%,"41,195","41,206"
E01000399,49,45,66,17,21,34.0%,46.1%,"39,500","39,877"
E01000400,49,45,66,17,21,33.9%,46.0%,"39,491","39,876"
E01000401,70,72,90,20,18,29.4%,25.1%,"39,090","38,308"
E01000402,26,26,42,16,16,62.3%,62.3%,"40,768","40,555"
E01000403,53,51,67,14,16,26.7%,32.0%,"38,864","38,971"
E01000404,47,51,64,17,13,36.6%,25.5%,"39,670","38,349"
E01000405,33,28,54,21,27,62.8%,96.8%,"40,782","41,291"
E01000406,33,30,52,19,22,57.4%,75.0%,"40,587","40,944"
E01000407,33,30,53,19,23,58.7%,75.7%,"40,642","40,961"
E01000408,37,33,38,1,5,2.8%,16.4%,"35,962","37,328"
E01000409,18,17,35,17,18,96.5%,105.7%,"41,427","41,354"
E01000410,22,19,37,15,18,68.3%,92.1%,"40,934","41,233"
E01000411,26,25,51,25,25,94.1%,99.6%,"41,402","41,310"
E01000412,12,12,13,1,1,4.9%,4.9%,"36,327","35,484"
E01000413,32,29,56,24,27,77.0%,95.3%,"41,138","41,271"
E01000414,70,72,90,20,18,29.2%,25.0%,"39,066","38,302"
E01000415,50,45,66,16,21,33.1%,45.9%,"39,432","39,870"
E01000416,65,62,105,40,42,61.0%,67.7%,"40,723","40,731"
E01000417,57,54,97,40,43,69.3%,81.0%,"40,960","41,055"
E01000418,54,51,93,39,42,73.1%,82.3%,"41,050","41,080"
E01000419,27,27,62,34,34,125.4%,125.4%,"41,520","41,455"
E01000420,31,37,61,30,24,96.4%,63.6%,"41,426","40,596"
E01000421,23,28,44,21,16,89.5%,55.8%,"41,343","40,324"
E01000422,65,62,105,40,42,60.9%,67.6%,"40,721","40,729"
E01000423,30,30,36,6,7,19.7%,22.2%,"38,244","37,999"
E01000424,102,85,120,18,36,17.6%,42.2%,"38,016","39,662"
E01000425,30,24,29,-2,5,-5.5%,19.2%,"34,133","37,684"
E01000426,30,24,29,-2,5,-5.4%,19.2%,"34,150","37,684"
E01000427,27,13,47,20,34,76.2%,253.5%,"41,119","41,651"
E01000428,94,85,128,34,43,35.7%,50.2%,"39,619","40,088"
E01000429,35,28,45,10,17,27.7%,59.1%,"38,954","40,439"
E01000430,25,19,31,6,12,25.4%,63.6%,"38,747","40,596"
E01000431,37,33,46,9,14,24.8%,42.1%,"38,691","39,660"
E01000432,28,33,38,10,6,34.7%,17.5%,"39,547","37,459"
E01000433,28,33,38,10,6,35.1%,17.7%,"39,577","37,477"
E01000434,28,33,38,10,6,35.0%,18.1%,"39,565","37,532"
E01000435,28,33,38,10,6,34.9%,17.5%,"39,555","37,456"
E01000436,29,35,56,27,21,93.8%,60.9%,"41,399","40,496"
E01000437,22,28,37,16,9,71.5%,33.4%,"41,007","39,078"
E01000438,37,31,41,4,11,10.6%,34.3%,"37,183","39,154"
E01000439,37,31,41,4,11,10.8%,34.6%,"37,205","39,178"
E01000440,22,28,37,16,9,71.1%,33.0%,"41,001","39,043"
E01000441,32,21,35,3,15,9.2%,70.0%,"36,977","40,794"
E01000442,22,28,37,15,9,70.7%,33.1%,"40,987","39,050"
E01000443,33,34,36,2,1,6.4%,3.4%,"36,569","35,213"
E01000444,13,16,9,-5,-7,-33.9%,-45.3%,"24,372","16,675"
E01000445,32,25,36,4,11,11.4%,43.7%,"37,280","39,748"
E01000446,33,34,35,2,1,5.9%,2.9%,"36,503","35,110"
E01000447,56,61,57,2,-3,2.7%,-5.5%,"35,951","33,092"
E01000448,35,30,47,11,17,32.4%,57.7%,"39,370","40,391"
E01000449,50,47,56,7,9,13.8%,19.9%,"37,583","37,756"
E01000450,27,27,54,27,27,97.1%,97.3%,"41,436","41,294"
E01000451,41,45,61,21,17,50.4%,37.4%,"40,326","39,362"
E01000452,23,23,43,21,20,91.4%,85.2%,"41,374","41,137"
E01000453,23,23,34,11,10,49.3%,44.4%,"40,288","39,791"
E01000454,44,50,58,13,7,30.4%,14.8%,"39,194","37,072"
E01000455,62,62,60,-2,-1,-3.1%,-2.3%,"34,686","33,906"
E01000456,8,6,6,-2,0,-26.7%,-1.4%,"27,475","34,135"
E01000457,111,90,128,17,38,15.3%,42.3%,"37,761","39,671"
E01000458,32,36,32,0,-4,0.2%,-11.7%,"35,464","31,273"
E01000459,111,90,128,17,38,15.2%,42.0%,"37,746","39,650"
E01000460,29,30,47,18,18,63.3%,58.8%,"40,799","40,423"
E01000461,45,42,52,7,10,16.4%,24.3%,"37,870","38,234"
E01000462,83,66,82,-2,16,-2.2%,23.8%,"34,925","38,182"
E01000463,38,30,37,0,7,-1.0%,23.2%,"35,182","38,120"
E01000464,45,41,52,7,12,15.4%,28.7%,"37,771","38,695"
E01000465,45,41,52,7,12,16.3%,29.0%,"37,862","38,720"
E01000466,21,22,32,11,10,54.8%,45.6%,"40,501","39,852"
E01000467,49,46,57,9,12,17.5%,25.3%,"37,991","38,326"
E01000468,49,46,57,9,12,17.5%,25.3%,"37,989","38,331"
E01000469,66,63,77,11,14,17.2%,22.7%,"37,959","38,046"
E01000470,65,62,104,40,42,61.4%,67.1%,"40,734","40,711"
E01000471,34,35,36,2,0,5.9%,0.5%,"36,503","34,628"
E01000472,78,70,94,16,24,20.2%,35.0%,"38,291","39,207"
E01000473,71,63,84,13,22,18.3%,34.4%,"38,104","39,165"
E01000474,54,46,62,8,17,14.7%,36.7%,"37,685","39,326"
E01000475,79,70,91,13,21,16.5%,30.6%,"37,882","38,857"
E01000476,51,42,56,5,14,9.7%,33.2%,"37,062","39,055"
E01000477,23,24,23,0,-1,-1.2%,-5.9%,"35,142","32,972"
E01000478,71,63,84,13,22,18.1%,34.4%,"38,080","39,161"
E01000479,65,69,88,23,19,35.9%,27.2%,"39,633","38,532"
E01000480,58,62,83,25,21,43.0%,34.4%,"39,979","39,156"
E01000481,58,62,83,25,21,42.5%,34.2%,"39,958","39,132"
E01000482,71,75,108,38,33,53.1%,43.8%,"40,432","39,756"
E01000483,70,73,80,9,6,13.6%,8.8%,"37,557","36,164"
E01000484,21,21,35,14,14,68.0%,68.4%,"40,920","40,754"
E01000485,21,21,35,14,14,68.2%,68.2%,"40,928","40,743"
E01000486,25,26,40,15,14,60.2%,54.4%,"40,693","40,264"
E01000487,25,26,40,15,14,60.3%,54.4%,"40,697","40,266"
E01000488,111,114,117,5,3,4.9%,2.8%,"36,338","35,087"
E01000489,102,105,101,-2,-4,-1.5%,-3.7%,"35,069","33,517"
E01000490,103,93,92,-11,-1,-10.6%,-1.1%,"32,754","34,220"
E01000491,23,23,23,0,0,-1.6%,0.1%,"35,051","34,530"
E01000492,64,66,54,-10,-12,-15.5%,-17.8%,"31,407","29,214"
E01000493,64,66,54,-10,-12,-15.5%,-17.8%,"31,410","29,234"
E01000494,56,57,63,7,6,12.0%,11.2%,"37,358","36,559"
E01000495,103,93,92,-11,-1,-10.5%,-1.1%,"32,793","34,225"
E01000497,102,86,106,4,20,3.7%,23.6%,"36,133","38,160"
E01000498,54,48,79,26,31,48.0%,65.4%,"40,235","40,653"
E01000499,101,96,122,21,27,20.6%,27.7%,"38,321","38,590"
E01000501,50,44,73,23,29,45.3%,66.4%,"40,109","40,686"
E01000502,71,66,95,24,29,33.5%,43.1%,"39,468","39,716"
E01000503,65,58,74,9,16,13.9%,28.0%,"37,599","38,619"
E01000504,58,59,70,12,12,20.8%,19.7%,"38,345","37,732"
E01000505,49,49,55,6,5,12.4%,10.9%,"37,400","36,499"
E01000506,101,95,65,-36,-31,-36.0%,-32.2%,"23,445","23,151"
E01000507,55,56,61,6,5,10.6%,8.4%,"37,186","36,092"
E01000508,115,118,118,3,0,2.8%,0.1%,"35,957","34,532"
E01000509,80,76,105,26,30,32.3%,39.2%,"39,355","39,499"
E01000510,80,76,105,26,30,32.2%,39.1%,"39,348","39,485"
E01000511,89,85,115,26,30,29.4%,35.5%,"39,088","39,246"
E01000512,55,56,48,-6,-8,-11.8%,-14.3%,"32,418","30,412"
E01000513,53,56,64,11,8,20.4%,14.4%,"38,307","37,013"
E01000514,60,65,95,35,31,58.1%,47.4%,"40,620","39,956"
E01000515,47,49,77,30,28,63.1%,57.8%,"40,795","40,393"
E01000516,71,74,95,25,21,35.2%,28.7%,"39,580","38,688"
E01000517,47,42,74,27,32,57.4%,76.2%,"40,582","40,970"
E01000518,47,49,77,30,28,63.3%,57.9%,"40,801","40,396"
E01000519,29,31,34,5,3,16.5%,10.5%,"37,886","36,438"
E01000520,47,49,77,30,28,63.0%,57.9%,"40,789","40,398"
E01000521,88,90,91,3,1,3.9%,1.3%,"36,164","34,786"
E01000522,77,78,88,10,10,13.4%,13.0%,"37,545","36,804"
E01000523,102,104,100,-2,-5,-2.2%,-4.4%,"34,921","33,360"
E01000524,102,104,105,3,1,3.1%,0.8%,"36,009","34,692"
E01000525,102,104,105,3,1,3.0%,0.7%,"35,998","34,672"
E01000526,44,45,50,6,5,13.1%,11.3%,"37,492","36,585"
E01000527,44,44,67,24,23,53.5%,52.4%,"40,453","40,196"
E01000528,54,55,82,27,27,49.9%,49.1%,"40,309","40,047"
E01000530,56,56,55,-2,-2,-2.9%,-2.9%,"34,753","33,733"
E01000531,56,56,55,-1,-1,-1.8%,-1.8%,"35,001","34,033"
E01000532,32,32,43,11,11,34.6%,34.0%,"39,534","39,119"
E01000533,102,104,100,-2,-5,-2.3%,-4.6%,"34,898","33,298"
E01000534,61,62,84,22,22,36.5%,35.5%,"39,665","39,248"
E01000535,91,89,91,0,2,-0.1%,2.1%,"35,382","34,969"
E01000536,40,42,67,27,26,67.6%,61.7%,"40,914","40,530"
E01000538,6,6,5,0,0,-2.6%,-2.6%,"34,842","33,833"
E01000539,22,23,37,15,14,66.4%,59.6%,"40,881","40,460"
E01000540,6,6,5,0,0,-2.6%,-2.6%,"34,842","33,833"
E01000541,40,42,67,27,25,67.0%,61.0%,"40,894","40,502"
E01000543,48,43,74,26,31,54.8%,73.7%,"40,500","40,916"
E01000544,125,124,101,-25,-23,-19.8%,-18.8%,"30,054","28,877"
E01000545,111,101,105,-6,4,-5.6%,3.6%,"34,077","35,251"
E01000546,103,93,92,-11,-1,-10.8%,-1.3%,"32,703","34,176"
E01000547,127,117,123,-4,6,-2.8%,5.3%,"34,787","35,557"
E01000548,152,143,147,-5,4,-3.5%,3.1%,"34,591","35,139"
E01000549,183,175,159,-24,-16,-13.1%,-9.2%,"32,085","32,029"
E01000550,157,148,138,-19,-10,-12.2%,-6.7%,"32,319","32,748"
E01000551,120,116,111,-10,-5,-8.1%,-4.4%,"33,452","33,360"
E01000552,190,183,152,-38,-31,-20.0%,-17.1%,"29,987","29,467"
E01000553,153,136,140,-13,4,-8.5%,2.9%,"33,338","35,105"
E01000554,109,91,92,-17,1,-15.9%,1.3%,"31,308","34,798"
E01000555,85,75,74,-11,-1,-12.4%,-1.5%,"32,236","34,096"
E01000556,153,136,140,-13,4,-8.5%,3.0%,"33,333","35,112"
E01000557,141,123,122,-20,-2,-14.1%,-1.3%,"31,806","34,176"
E01000558,141,123,120,-21,-3,-14.9%,-2.2%,"31,569","33,923"
E01000559,58,59,70,12,12,20.7%,19.7%,"38,334","37,724"
E01000560,153,134,124,-29,-10,-18.8%,-7.3%,"30,409","32,612"
E01000561,116,99,102,-14,3,-12.4%,3.0%,"32,254","35,116"
E01000562,36,38,69,33,31,93.0%,82.6%,"41,388","41,091"
E01000563,27,27,55,29,29,106.7%,106.7%,"41,473","41,364"
E01000564,16,16,34,18,18,111.2%,111.2%,"41,481","41,383"
E01000565,40,41,75,35,34,87.9%,83.7%,"41,327","41,110"
E01000566,19,19,37,18,18,95.6%,95.2%,"41,417","41,270"
E01000567,46,48,83,37,35,82.2%,72.1%,"41,245","40,863"
E01000568,75,75,133,58,58,77.0%,77.0%,"41,136","40,980"
E01000569,19,19,41,22,22,117.0%,117.0%,"41,497","41,419"
E01000570,24,24,65,41,41,175.7%,175.7%,"41,610","41,588"
E01000571,60,51,75,15,25,25.0%,48.8%,"38,705","40,036"
E01000572,6,6,5,0,0,-2.6%,-2.6%,"34,842","33,833"
E01000573,25,26,40,15,14,60.3%,54.4%,"40,697","40,266"
E01000574,6,6,5,0,0,-1.5%,-1.5%,"35,077","34,119"
E01000575,49,39,71,22,31,44.9%,80.0%,"40,091","41,043"
E01000576,60,51,81,20,30,34.0%,59.6%,"39,503","40,460"
E01000577,49,39,68,19,29,38.9%,72.6%,"39,777","40,884"
E01000578,83,89,141,57,52,68.6%,58.1%,"40,940","40,410"
E01000579,130,128,117,-13,-11,-10.1%,-8.7%,"32,901","32,202"
E01000580,23,24,23,-1,-1,-2.5%,-6.1%,"34,862","32,927"
E01000581,87,89,67,-20,-22,-23.2%,-24.9%,"28,836","26,441"
E01000582,109,102,80,-29,-22,-26.6%,-21.8%,"27,515","27,706"
E01000583,70,66,58,-13,-8,-18.0%,-12.5%,"30,646","31,043"
E01000584,110,110,102,-9,-9,-7.8%,-7.8%,"33,536","32,479"
E01000585,130,124,114,-16,-9,-12.0%,-7.4%,"32,375","32,588"
E01000586,133,132,119,-14,-13,-10.4%,-9.9%,"32,838","31,798"
E01000587,85,83,65,-20,-17,-23.3%,-21.0%,"28,803","28,037"
E01000588,75,76,90,15,14,19.3%,17.8%,"38,204","37,497"
E01000589,52,47,92,40,44,76.0%,94.1%,"41,114","41,254"
E01000590,29,33,43,14,9,47.2%,28.0%,"40,206","38,621"
E01000591,47,42,74,27,32,57.2%,76.4%,"40,575","40,973"
E01000592,82,102,100,18,-2,22.6%,-2.1%,"38,503","33,957"
E01000593,42,30,34,-8,3,-18.9%,11.2%,"30,354","36,562"
E01000594,41,41,60,19,19,48.1%,47.8%,"40,239","39,990"
E01000595,55,55,82,27,27,49.8%,49.2%,"40,307","40,049"
E01000596,45,45,69,24,24,53.6%,52.8%,"40,456","40,207"
E01000599,88,90,92,3,1,3.9%,1.4%,"36,166","34,815"
E01000600,89,91,113,24,22,27.3%,24.1%,"38,923","38,212"
E01000601,89,83,100,11,17,12.5%,20.2%,"37,415","37,787"
E01000602,47,43,74,27,30,58.3%,70.0%,"40,624","40,793"
E01000603,57,49,74,16,25,28.5%,50.7%,"39,022","40,123"
E01000604,50,47,54,4,7,8.7%,15.0%,"36,881","37,094"
E01000605,52,52,85,33,33,63.8%,63.2%,"40,813","40,579"
E01000606,28,29,36,9,7,31.4%,25.8%,"39,269","38,371"
E01000607,77,80,124,47,44,61.9%,54.9%,"40,754","40,283"
E01000608,77,80,135,58,55,76.4%,68.7%,"41,123","40,765"
E01000609,74,77,80,7,4,8.9%,4.6%,"36,918","35,436"
E01000610,107,113,151,44,37,41.4%,32.8%,"39,905","39,022"
E01000611,84,87,132,49,45,58.1%,51.3%,"40,616","40,163"
E01000612,84,87,132,49,45,58.2%,51.3%,"40,623","40,162"
E01000613,13,13,32,18,18,134.4%,134.4%,"41,541","41,489"
E01000615,59,62,89,30,26,50.8%,42.4%,"40,350","39,677"
E01000616,106,110,154,48,44,45.0%,40.2%,"40,095","39,573"
E01000617,69,73,115,47,43,68.0%,58.7%,"40,922","40,421"
E01000618,44,41,67,23,25,52.9%,61.5%,"40,426","40,520"
E01000619,47,48,76,28,27,60.1%,55.9%,"40,688","40,330"
E01000620,37,39,62,25,23,66.1%,60.0%,"40,874","40,470"
E01000621,54,52,76,22,24,41.2%,46.7%,"39,887","39,919"
E01000622,80,81,104,24,23,30.1%,28.6%,"39,159","38,681"
E01000623,29,31,34,5,3,16.4%,10.4%,"37,879","36,414"
E01000624,26,27,25,-1,-2,-2.9%,-6.3%,"34,749","32,875"
E01000625,63,65,79,16,14,25.8%,21.4%,"38,775","37,927"
E01000626,80,81,104,24,23,30.1%,28.6%,"39,159","38,681"
E01000627,80,76,105,26,30,32.3%,39.4%,"39,359","39,515"
E01000628,103,100,139,36,39,34.8%,38.9%,"39,552","39,469"
E01000629,26,27,25,-1,-2,-2.9%,-6.3%,"34,761","32,875"
E01000630,113,117,155,41,37,36.1%,31.8%,"39,644","38,957"
E01000631,129,135,183,54,48,42.2%,35.2%,"39,939","39,227"
E01000632,78,70,95,16,25,20.7%,35.0%,"38,340","39,215"
E01000633,113,117,154,41,37,36.1%,31.7%,"39,640","38,950"
E01000634,113,117,154,41,37,36.2%,31.9%,"39,649","38,967"
E01000635,114,117,155,41,37,36.1%,31.8%,"39,642","38,963"
E01000636,106,110,154,48,44,45.0%,40.3%,"40,094","39,580"
E01000637,117,120,122,5,3,4.6%,2.1%,"36,278","34,985"
E01000638,115,118,118,3,0,2.9%,0.1%,"35,979","34,538"
E01000639,87,88,87,0,-1,0.1%,-1.6%,"35,435","34,093"
E01000640,122,125,127,5,2,4.3%,1.6%,"36,233","34,850"
E01000641,115,118,119,4,0,3.1%,0.3%,"36,022","34,568"
E01000642,86,88,86,0,-1,0.0%,-1.5%,"35,391","34,108"
E01000643,127,130,131,3,1,2.7%,0.5%,"35,951","34,628"
E01000644,117,119,122,5,3,4.6%,2.1%,"36,282","34,989"
E01000645,25,23,47,22,24,89.4%,106.6%,"41,340","41,361"
E01000646,25,23,47,22,24,88.7%,105.3%,"41,335","41,353"
E01000647,21,21,29,8,8,39.3%,38.8%,"39,792","39,464"
E01000648,22,21,30,7,8,33.2%,39.8%,"39,439","39,538"
E01000649,17,17,20,3,3,15.2%,15.2%,"37,742","37,119"
E01000650,34,34,52,18,18,53.9%,53.5%,"40,475","40,235"
E01000651,23,23,33,10,10,45.2%,44.8%,"40,105","39,811"
E01000652,19,18,35,17,17,87.6%,94.7%,"41,322","41,265"
E01000653,17,15,30,13,15,79.8%,105.8%,"41,191","41,355"
E01000654,14,13,12,-2,-1,-13.6%,-4.7%,"31,935","33,274"
E01000655,17,18,18,1,-1,5.3%,-3.1%,"36,394","33,678"
E01000656,26,26,23,-3,-3,-12.2%,-12.8%,"32,297","30,913"
E01000657,26,26,23,-3,-3,-12.4%,-13.0%,"32,241","30,864"
E01000658,26,26,23,-3,-3,-12.3%,-12.8%,"32,273","30,913"
E01000659,22,23,20,-2,-3,-10.0%,-11.4%,"32,945","31,368"
E01000661,54,51,88,34,37,61.6%,71.7%,"40,742","40,850"
E01000662,17,17,33,16,16,98.6%,98.6%,"41,443","41,303"
E01000663,13,13,25,12,12,95.9%,95.9%,"41,419","41,276"
E01000664,45,46,88,42,42,93.2%,90.7%,"41,391","41,216"
E01000665,39,42,60,20,18,52.1%,43.4%,"40,391","39,733"
E01000666,26,27,29,3,2,10.6%,6.6%,"37,176","35,772"
E01000667,53,56,85,31,29,58.7%,52.4%,"40,643","40,193"
E01000668,53,49,75,22,26,42.2%,54.5%,"39,938","40,268"
E01000669,56,51,88,32,36,58.0%,71.0%,"40,614","40,827"
E01000670,115,106,173,58,67,50.6%,63.1%,"40,339","40,578"
E01000671,76,71,138,62,67,81.1%,94.9%,"41,219","41,268"
E01000672,20,22,31,11,9,54.8%,42.5%,"40,498","39,687"
E01000673,32,32,60,28,28,87.6%,86.7%,"41,324","41,153"
E01000674,68,68,179,111,111,162.4%,162.4%,"41,594","41,565"
E01000675,143,135,221,78,86,54.2%,64.2%,"40,484","40,623"
E01000676,143,135,221,77,86,53.9%,64.0%,"40,478","40,611"
E01000677,138,129,212,74,83,53.9%,63.9%,"40,476","40,609"
E01000678,115,106,183,68,77,59.5%,72.7%,"40,670","40,888"
E01000679,55,51,88,33,36,60.7%,71.1%,"40,718","40,832"
E01000680,14,12,11,-3,-2,-23.9%,-13.5%,"28,558","30,705"
E01000681,82,85,131,49,46,59.7%,54.3%,"40,681","40,259"
E01000682,26,26,38,13,13,50.4%,50.8%,"40,326","40,134"
E01000683,26,26,44,18,18,67.1%,66.8%,"40,897","40,704"
E01000684,26,27,39,13,13,48.2%,47.9%,"40,243","39,999"
E01000685,8,8,9,1,1,10.1%,8.4%,"37,119","36,106"
E01000686,30,30,44,14,14,46.8%,47.2%,"40,176","39,940"
E01000687,29,27,39,10,12,35.6%,43.1%,"39,616","39,712"
E01000688,10,11,7,-3,-4,-32.0%,-34.3%,"25,176","22,155"
E01000689,48,48,59,11,11,22.0%,23.2%,"38,454","38,117"
E01000690,36,39,66,30,26,82.2%,66.3%,"41,243","40,683"
E01000691,36,39,66,29,26,81.6%,66.1%,"41,227","40,672"
E01000692,36,39,66,30,26,82.0%,66.2%,"41,239","40,680"
E01000693,54,55,82,29,27,53.2%,49.7%,"40,437","40,064"
E01000694,7,7,31,24,24,348.8%,348.8%,"41,671","41,668"
E01000695,35,35,62,27,27,79.4%,79.4%,"41,185","41,035"
E01000696,47,50,75,28,25,61.2%,50.9%,"40,729","40,136"
E01000697,16,16,20,4,4,28.1%,28.1%,"38,983","38,626"
E01000698,21,24,30,9,7,45.7%,28.5%,"40,133","38,666"
E01000699,46,46,80,34,33,74.6%,72.4%,"41,074","40,878"
E01000700,36,35,59,24,24,65.7%,69.3%,"40,866","40,780"
E01000701,46,46,80,34,33,74.1%,72.2%,"41,066","40,872"
E01000702,54,53,86,32,33,58.4%,61.4%,"40,626","40,517"
E01000703,50,50,87,37,38,74.1%,76.0%,"41,067","40,967"
E01000704,46,46,80,34,33,74.7%,72.5%,"41,076","40,883"
E01000705,37,37,58,22,21,58.6%,57.5%,"40,638","40,389"
E01000706,32,32,48,16,15,50.0%,47.6%,"40,315","39,983"
E01000707,52,50,83,30,33,58.5%,66.0%,"40,632","40,664"
E01000708,50,49,72,22,23,44.8%,45.8%,"40,082","39,867"
E01000709,61,61,105,44,44,71.7%,73.2%,"41,010","40,903"
E01000710,25,25,42,17,17,66.1%,66.1%,"40,876","40,677"
E01000711,25,25,42,17,17,66.5%,66.5%,"40,883","40,691"
E01000712,38,39,65,27,26,69.3%,68.4%,"40,961","40,754"
E01000713,21,21,33,13,13,62.1%,61.8%,"40,760","40,542"
E01000714,61,60,105,44,44,72.0%,73.5%,"41,015","40,908"
E01000715,32,29,46,14,17,42.4%,57.9%,"39,956","40,401"
E01000716,23,18,33,9,14,41.0%,77.1%,"39,880","40,984"
E01000717,33,33,62,29,29,89.8%,89.0%,"41,349","41,195"
E01000718,14,14,28,14,14,97.6%,96.8%,"41,439","41,288"
E01000719,41,55,58,17,3,40.6%,4.6%,"39,849","35,430"
E01000720,20,23,19,-1,-4,-5.1%,-19.1%,"34,222","28,730"
E01000721,13,12,9,-4,-3,-29.1%,-23.9%,"26,486","26,901"
E01000722,46,60,63,17,3,37.0%,4.7%,"39,692","35,456"
E01000723,15,16,19,3,3,19.9%,19.1%,"38,260","37,658"
E01000724,44,59,60,16,2,36.0%,3.0%,"39,637","35,128"
E01000725,63,70,95,32,25,51.3%,36.0%,"40,367","39,283"
E01000726,22,24,27,5,3,21.4%,13.2%,"38,399","36,820"
E01000727,64,68,92,28,24,43.1%,35.3%,"39,986","39,229"
E01000728,54,50,65,11,15,20.2%,29.4%,"38,289","38,752"
E01000729,28,28,39,12,12,41.6%,42.1%,"39,911","39,654"
E01000730,47,47,59,13,13,27.3%,27.2%,"38,916","38,522"
E01000731,22,22,16,-6,-6,-27.8%,-28.0%,"27,057","25,078"
E01000732,17,20,27,10,7,57.9%,36.2%,"40,606","39,296"
E01000733,37,37,33,-3,-3,-8.9%,-9.1%,"33,234","32,076"
E01000734,17,20,27,10,7,57.7%,35.8%,"40,600","39,272"
E01000735,41,41,59,17,18,42.0%,42.6%,"39,930","39,690"
E01000736,17,18,21,4,4,20.8%,20.6%,"38,344","37,819"
E01000737,17,18,21,4,4,20.6%,20.4%,"38,331","37,805"
E01000738,31,30,44,14,14,45.5%,45.7%,"40,121","39,862"
E01000739,43,43,50,8,8,17.7%,17.6%,"38,030","37,471"
E01000740,136,139,183,47,44,34.7%,32.1%,"39,540","38,984"
E01000741,68,68,93,25,25,37.3%,37.4%,"39,705","39,367"
E01000742,90,89,132,42,43,46.5%,48.3%,"40,162","40,014"
E01000743,72,71,107,35,36,49.5%,50.8%,"40,297","40,132"
E01000744,56,56,102,46,46,82.0%,83.6%,"41,237","41,106"
E01000745,94,94,123,28,29,30.1%,30.6%,"39,165","38,860"
E01000746,131,134,170,39,36,29.7%,26.8%,"39,124","38,482"
E01000747,31,38,38,7,-1,22.8%,-1.3%,"38,520","34,161"
E01000748,8,9,5,-3,-4,-32.5%,-41.1%,"24,966","18,759"
E01000749,26,23,35,9,12,32.7%,53.1%,"39,397","40,218"
E01000750,18,16,27,10,11,54.2%,67.5%,"40,483","40,724"
E01000751,33,33,61,28,28,85.1%,85.3%,"41,289","41,140"
E01000752,18,17,28,10,11,54.4%,67.1%,"40,488","40,712"
E01000753,24,23,39,16,16,66.5%,68.5%,"40,884","40,759"
E01000754,78,79,123,45,44,57.9%,55.1%,"40,604","40,293"
E01000755,30,30,51,21,21,69.1%,71.5%,"40,953","40,842"
E01000756,49,49,86,37,36,75.6%,73.7%,"41,096","40,912"
E01000757,34,34,56,21,21,61.6%,61.6%,"40,741","40,524"
E01000758,67,75,123,56,48,84.1%,63.9%,"41,273","40,605"
E01000759,37,25,55,18,30,50.1%,122.3%,"40,318","41,445"
E01000760,35,34,65,30,32,85.7%,94.1%,"41,303","41,253"
E01000761,10,10,9,-1,-1,-7.8%,-7.8%,"33,536","32,472"
E01000762,35,31,63,27,32,77.3%,101.9%,"41,143","41,330"
E01000763,33,31,63,30,32,89.7%,102.2%,"41,347","41,337"
E01000764,36,34,68,32,34,90.1%,101.4%,"41,356","41,322"
E01000765,38,36,69,31,33,82.1%,93.5%,"41,242","41,245"
E01000766,35,34,65,30,31,85.5%,93.3%,"41,298","41,243"
E01000767,37,36,69,32,33,85.2%,92.6%,"41,290","41,236"
E01000768,35,34,65,30,32,86.1%,94.6%,"41,308","41,264"
E01000769,44,43,55,11,12,26.1%,28.2%,"38,797","38,642"
E01000770,52,52,95,43,43,83.4%,82.6%,"41,260","41,090"
E01000771,55,55,97,42,42,75.0%,77.2%,"41,083","40,986"
E01000772,38,38,71,34,34,89.6%,89.1%,"41,346","41,197"
E01000773,10,10,19,9,9,85.9%,86.4%,"41,305","41,152"
E01000774,45,44,69,24,24,53.6%,55.6%,"40,455","40,315"
E01000775,36,35,59,23,24,62.7%,66.9%,"40,780","40,707"
E01000777,33,32,55,22,23,65.6%,69.7%,"40,863","40,790"
E01000778,28,28,46,17,18,60.5%,65.3%,"40,712","40,651"
E01000779,50,50,62,12,12,23.7%,23.7%,"38,596","38,164"
E01000780,35,38,50,14,11,40.0%,29.9%,"39,818","38,791"
E01000781,44,45,80,36,35,81.6%,77.1%,"41,230","40,983"
E01000782,24,27,30,6,3,23.6%,12.2%,"38,588","36,707"
E01000783,44,45,80,36,35,81.8%,77.2%,"41,235","40,986"
E01000784,44,45,80,36,35,81.8%,77.3%,"41,234","40,992"
E01000785,33,33,60,27,27,81.6%,79.8%,"41,231","41,040"
E01000786,6,6,8,2,2,29.0%,30.8%,"39,057","38,877"
E01000787,39,42,48,9,6,23.5%,13.8%,"38,583","36,927"
E01000788,83,85,131,48,46,57.2%,54.7%,"40,572","40,274"
E01000789,16,16,19,3,3,19.5%,19.4%,"38,223","37,697"
E01000790,85,85,132,46,47,54.5%,55.6%,"40,493","40,314"
E01000791,36,37,47,10,9,28.5%,25.5%,"39,018","38,347"
E01000792,16,16,23,7,7,45.5%,45.5%,"40,123","39,850"
E01000793,32,31,46,15,15,47.5%,48.2%,"40,222","40,009"
E01000794,27,27,43,16,16,60.4%,60.1%,"40,704","40,472"
E01000795,9,8,9,1,1,7.9%,9.0%,"36,772","36,189"
