"pcon24","loftins_n","cavitywallins_n","solidwallins_n","cavity_and_loftins_n","cavitywallins_noloftins_n","loftins_nocavitywallins_n","number_of_epcs","loftins_pct","cavitywallins_pct","solidwallins_pct","cavity_and_loftins_pct","cavitywallins_noloftins_pct","loftins_nocavitywallins_pct"
"E14001599",8716,10909,7011,3473,7436,5243,42494,0.205111309831976,0.256718595566433,0.164987998305643,0.0817291852967478,0.174989410269685,0.123382124535228
"E14001600",7929,8766,5743,2802,5964,5127,42610,0.186083079089416,0.205726355315654,0.134780567941798,0.0657592114527106,0.139967143862943,0.120323867636705
"E14001601",7248,5420,8361,1822,3598,5426,36667,0.19767093026427,0.147816838028745,0.228025199770911,0.0496904573594786,0.0981263806692666,0.147980472904792
"E14001602",5858,8461,5066,1939,6522,3919,50071,0.116993868706437,0.168980048331369,0.101176329611951,0.0387250104851111,0.130255037846258,0.0782688582213257
"E14001603",7311,6582,6406,2228,4354,5083,41570,0.175872023093577,0.158335337984123,0.154101515515997,0.0535963435169593,0.104738994467164,0.122275679576618
"E14001604",5712,5070,13047,1228,3842,4484,42891,0.133174791914388,0.11820661677275,0.304189690144786,0.0286307150684293,0.0895759017043203,0.104544076845958
"E14001605",5446,4684,2248,1547,3137,3899,30750,0.177105691056911,0.152325203252033,0.0731056910569106,0.0503089430894309,0.102016260162602,0.12679674796748
"W07000081",4923,7779,9674,1762,6017,3161,33611,0.146469905685639,0.231442087411859,0.287822439082443,0.0524233137960787,0.179018773615781,0.09404659188956
"W07000082",5064,4956,5518,1428,3528,3636,35092,0.144306394619856,0.141228770090049,0.157243816254417,0.0406930354496751,0.100535734640374,0.103613359170181
"W07000083",7242,6956,12509,2027,4929,5215,36664,0.197523456251364,0.189722888937377,0.3411793584988,0.0552858389701069,0.13443704996727,0.142237617281257
"W07000084",5118,7411,14595,1520,5891,3598,33397,0.153247297661467,0.22190615923586,0.437015300775519,0.0455130700362308,0.176393089199629,0.107734227625236
"W07000085",6356,6233,10084,1722,4511,4634,33757,0.188286873833575,0.184643185117161,0.29872322777498,0.0510116420298012,0.13363154308736,0.137275231803774
"W07000086",5617,6718,4180,2061,4657,3556,32858,0.17094771440745,0.204455535942541,0.127214072676365,0.0627244506665044,0.141731085276036,0.108223263740946
"W07000087",7076,7409,11433,2362,5047,4714,34530,0.204923255140458,0.214567043150883,0.33110338835795,0.0684042861280046,0.146162757022879,0.136518969012453
"W07000088",5056,7031,7087,1784,5247,3272,32708,0.154579919285802,0.214962700256818,0.216674819615996,0.0545432310138192,0.160419469242999,0.100036688271982
"W07000089",6502,8098,11267,2166,5932,4336,42952,0.151378282734215,0.188536040230955,0.262316073756752,0.0504283851741479,0.138107655056808,0.100949897560067
"W07000090",5444,8367,4122,2363,6004,3081,32172,0.169215466865597,0.260070869078702,0.128123834390153,0.0734489618301629,0.186621907248539,0.0957665050354345
"W07000091",5554,5995,13794,1430,4565,4124,47486,0.116960788442909,0.126247736174873,0.290485616813377,0.030114138904098,0.0961335972707745,0.0868466495388114
"W07000092",5994,8238,8986,2035,6203,3959,39665,0.151115593092147,0.207689398714232,0.226547333921593,0.0513046766670869,0.156384722047145,0.0998109164250599
"W07000093",7925,6556,12834,2261,4295,5664,36193,0.218964993230735,0.181139999447407,0.354598955599149,0.0624706434945984,0.118669355952809,0.156494349736137
"W07000094",6470,6173,7720,1890,4283,4580,34454,0.187786614036106,0.179166424798282,0.224066871771057,0.0548557496952458,0.124310675103036,0.13293086434086
"W07000095",7876,7914,11966,2207,5707,5669,41965,0.187680209698558,0.188585726200405,0.285142380555225,0.0525914452519957,0.135994280948409,0.135088764446563
"W07000096",7987,7656,15362,2194,5462,5793,36682,0.21773621939916,0.208712720135216,0.418788506624502,0.0598113516165967,0.148901368518619,0.157924867782564
"W07000097",6254,8512,5583,2706,5806,3548,32227,0.194060880628045,0.264126353678592,0.173239829956248,0.0839668600862631,0.180159493592329,0.110094020541782
"W07000098",5810,8332,9793,2421,5911,3389,32343,0.179637015737563,0.257613703119686,0.302785765080543,0.0748539096558761,0.18275979346381,0.104783106081687
"W07000099",5504,8576,14101,1781,6795,3723,38244,0.143918000209183,0.224244325907332,0.368711431858592,0.0465693965066416,0.17767492940069,0.0973486037025416
"W07000100",7826,8299,9384,2835,5464,4991,39658,0.197337233345101,0.209264208986837,0.236623127742196,0.0714862070704524,0.137778001916385,0.125851026274648
"W07000101",5110,5552,6278,1651,3901,3459,33701,0.151627548143972,0.164742885967775,0.186285273434023,0.048989644224207,0.115753241743568,0.102637903919765
"W07000102",6058,4339,8024,1404,2935,4654,34543,0.175375618793967,0.125611556610601,0.232290189039748,0.040644993196885,0.0849665634137162,0.134730625597082
"W07000103",5050,7863,8172,1870,5993,3180,34301,0.147226028395674,0.229235299262412,0.238243782980088,0.0545173610098831,0.174717938252529,0.0927086673857905
"W07000104",5999,10124,7090,2737,7387,3262,44540,0.134687920969915,0.227301302200269,0.159182757072295,0.0614503816793893,0.16585092052088,0.0732375392905254
"W07000105",4736,7432,6370,1790,5642,2946,34546,0.137092572222544,0.215133445261391,0.184391825392231,0.0518149713425577,0.163318473918833,0.0852776008799861
"W07000106",5913,7924,12418,1920,6004,3993,36644,0.161363388276389,0.216242768256741,0.338882218098461,0.0523960266346469,0.163846741622094,0.108967361641742
"W07000107",6595,8266,22402,1887,6379,4708,35998,0.183204622479027,0.229623867992666,0.622312350686149,0.0524195788654925,0.177204289127174,0.130785043613534
"W07000108",7704,11344,12838,2901,8443,4803,42811,0.179953750204387,0.264978626988391,0.299876200042045,0.0677629581182406,0.19721566887015,0.112190792086146
"W07000109",4622,6429,4806,1566,4863,3056,32077,0.144090781556879,0.20042397979861,0.149826978832185,0.0488200268104873,0.151603952988122,0.0952707547463915
"W07000110",5609,6730,7791,1911,4819,3698,36372,0.154212031232816,0.185032442538216,0.214203233256351,0.052540415704388,0.132492026833828,0.101671615528428
"W07000111",4027,3863,6349,943,2920,3084,33418,0.120503920043091,0.115596385181639,0.189987431922916,0.0282183254533485,0.0873780597282901,0.0922855945897421
"W07000112",5510,5885,7706,1703,4182,3807,29883,0.184385771174246,0.196934712043637,0.257872368905398,0.0569889234681926,0.139945788575444,0.127396847706054
,2690,5009,4497,844,4165,1846,73105,0.0367963887558991,0.0685178852335682,0.0615142603105123,0.0115450379590999,0.0569728472744682,0.0252513507967991
