"msoa21","A_n","B_n","C_n","D_n","E_n","F_n","G_n","number_of_epcs","A_pct","B_pct","C_pct","D_pct","E_pct","F_pct","G_pct","ABC_n","ABC_pct","DEFG_n","DEFG_pct"
"E02006615",2,275,870,947,141,13,2,2250,0.000888888888888889,0.122222222222222,0.386666666666667,0.420888888888889,0.0626666666666667,0.00577777777777778,0.000888888888888889,1147,0.509777777777778,1103,0.490222222222222
"E02006616",20,1210,907,1046,279,42,9,3513,0.00569313976658127,0.344434955878167,0.258183888414461,0.2977512097922,0.0794192997438087,0.0119555935098207,0.00256191289496157,2137,0.608311984059209,1376,0.391688015940791
"E02006617",5,589,1432,1326,413,59,15,3839,0.0013024225058609,0.153425371190414,0.373013805678562,0.345402448554311,0.10758009898411,0.0153685855691586,0.0039072675175827,2026,0.527741599374837,1813,0.472258400625163
"E02006618",31,293,573,797,144,12,0,1850,0.0167567567567568,0.158378378378378,0.30972972972973,0.430810810810811,0.0778378378378378,0.00648648648648649,0,897,0.484864864864865,953,0.515135135135135
"E02006619",13,563,754,979,500,137,47,2993,0.00434346809221517,0.188105579685934,0.25192114934848,0.327096558636819,0.167056465085199,0.0457734714333445,0.0157033077180087,1330,0.444370197126629,1663,0.555629802873371
"E02006620",73,837,1043,1381,466,98,13,3911,0.0186653029915623,0.214011761697775,0.266683712605472,0.353106622347226,0.119151112247507,0.0250575300434671,0.00332395806699054,1953,0.49936077729481,1958,0.50063922270519
"E02006621",4,62,492,1298,460,69,10,2395,0.00167014613778706,0.0258872651356994,0.205427974947808,0.5419624217119,0.192066805845511,0.0288100208768267,0.00417536534446764,558,0.232985386221294,1837,0.767014613778706
"E02006622",1,111,796,1273,418,64,8,2671,0.000374391613627855,0.0415574691126919,0.298015724447772,0.476600524148259,0.156495694496443,0.0239610632721827,0.00299513290902284,908,0.339947585174092,1763,0.660052414825908
"E02006623",3,177,1178,1267,388,48,6,3067,0.00097815454841865,0.0577111183567004,0.38408868601239,0.41310727094881,0.126507988262145,0.0156504727746984,0.0019563090968373,1358,0.442777958917509,1709,0.557222041082491
"E02006624",1,89,465,1079,411,81,9,2135,0.000468384074941452,0.0416861826697892,0.217798594847775,0.505386416861827,0.192505854800937,0.0379391100702576,0.00421545667447307,555,0.259953161592506,1580,0.740046838407494
"E02006625",1,68,726,1322,404,62,19,2602,0.000384319754035357,0.0261337432744043,0.279016141429669,0.508070714834743,0.155265180630284,0.0238278247501922,0.00730207532667179,795,0.305534204458109,1807,0.694465795541891
"E02006626",10,1252,1185,1105,205,32,9,3798,0.00263296471827278,0.329647182727751,0.312006319115324,0.290942601369142,0.0539757767245919,0.00842548709847288,0.0023696682464455,2447,0.644286466561348,1351,0.355713533438652
"E02006627",1,475,1071,1445,442,81,10,3525,0.000283687943262411,0.134751773049645,0.303829787234043,0.409929078014184,0.125390070921986,0.0229787234042553,0.00283687943262411,1547,0.43886524822695,1978,0.56113475177305
"E02006628",0,170,1130,1672,574,92,31,3669,0,0.0463341509948215,0.307985827200872,0.455710002725538,0.156445898064868,0.0250749523030799,0.00844916871082039,1300,0.354319978195694,2369,0.645680021804306
"E02006629",2,71,883,1391,405,74,21,2847,0.000702493853178785,0.0249385317878469,0.310151036178433,0.488584474885845,0.142255005268704,0.025992272567615,0.00737618545837724,956,0.335792061819459,1891,0.664207938180541
"E02006630",0,492,1708,1808,1013,164,48,5233,0,0.0940187273074718,0.326390215937321,0.345499713357539,0.193579208866807,0.0313395757691573,0.00917255876170457,2200,0.420408943244793,3033,0.579591056755207
"E02006631",19,722,2089,2276,1091,199,61,6457,0.00294254297661453,0.111816633111352,0.323524856744618,0.352485674461824,0.168963915130866,0.0308192659129627,0.00944711166176243,2830,0.438284032832585,3627,0.561715967167415
"E02006632",2,198,1048,1636,694,113,19,3710,0.000539083557951483,0.0533692722371968,0.282479784366577,0.440970350404313,0.187061994609164,0.0304582210242588,0.00512129380053908,1248,0.336388140161725,2462,0.663611859838275
"E02006633",30,176,701,1628,534,86,9,3164,0.00948166877370417,0.0556257901390645,0.221554993678887,0.514538558786346,0.168773704171934,0.027180783817952,0.00284450063211125,907,0.286662452591656,2257,0.713337547408344
"E02006634",6,153,510,1060,682,174,52,2637,0.00227531285551763,0.0580204778156997,0.193401592718999,0.401971937808115,0.258627227910504,0.0659840728100114,0.0197193780811528,669,0.253697383390216,1968,0.746302616609784
"E02006635",5,488,1105,1178,414,92,11,3293,0.00151837230488916,0.148193136957182,0.335560279380504,0.357728515031886,0.125721226844822,0.0279380504099605,0.00334041907075615,1598,0.485271788642575,1695,0.514728211357425
"E02006636",10,139,490,920,828,210,43,2640,0.00378787878787879,0.0526515151515152,0.185606060606061,0.348484848484849,0.313636363636364,0.0795454545454545,0.0162878787878788,639,0.242045454545455,2001,0.757954545454545
"E02006637",7,824,1955,1159,322,53,4,4324,0.00161887141535615,0.190564292321924,0.452127659574468,0.268038852913969,0.074468085106383,0.0122571692876966,0.000925069380203515,2786,0.644310823311748,1538,0.355689176688252
"E02006638",9,261,1078,1013,401,94,19,2875,0.0031304347826087,0.0907826086956522,0.37495652173913,0.352347826086957,0.139478260869565,0.032695652173913,0.00660869565217391,1348,0.468869565217391,1527,0.531130434782609
"E02006639",36,108,444,966,763,222,57,2596,0.0138674884437596,0.0416024653312789,0.171032357473035,0.37211093990755,0.293913713405239,0.0855161787365177,0.0219568567026194,588,0.226502311248074,2008,0.773497688751926
"E02006640",7,59,347,913,823,253,55,2457,0.00284900284900285,0.024013024013024,0.141229141229141,0.371591371591372,0.334961334961335,0.102971102971103,0.0223850223850224,413,0.168091168091168,2044,0.831908831908832
"E02006641",64,564,477,894,646,195,44,2884,0.0221914008321775,0.195561719833564,0.165395284327323,0.30998613037448,0.223994452149792,0.0676144244105409,0.0152565880721221,1105,0.383148404993065,1779,0.616851595006935
"E02006642",5,82,192,784,598,219,40,1920,0.00260416666666667,0.0427083333333333,0.1,0.408333333333333,0.311458333333333,0.1140625,0.0208333333333333,279,0.1453125,1641,0.8546875
"E02006644",17,301,648,859,361,112,42,2340,0.00726495726495727,0.128632478632479,0.276923076923077,0.367094017094017,0.154273504273504,0.0478632478632479,0.0179487179487179,966,0.412820512820513,1374,0.587179487179487
"E02006645",16,588,957,1097,441,119,35,3253,0.00491853673532124,0.180756225023056,0.294189978481402,0.337227174915463,0.135567168767292,0.0365816169689517,0.0107592991085152,1561,0.479864740239779,1692,0.520135259760221
"E02006646",12,907,717,824,264,69,18,2811,0.00426894343649947,0.322660974742085,0.255069370330843,0.293134115972963,0.0939167556029883,0.0245464247598719,0.0064034151547492,1636,0.581999288509427,1175,0.418000711490573
"E02006647",19,106,323,689,528,173,31,1869,0.0101658640984484,0.0567148207597646,0.172819689673622,0.36864633493847,0.282504012841092,0.0925628678437667,0.0165864098448368,448,0.239700374531835,1421,0.760299625468165
"E02006648",35,197,595,770,510,179,53,2339,0.0149636596836255,0.0842240273621206,0.254382214621633,0.329200513039761,0.218041898247114,0.0765284309533989,0.0226592560923472,827,0.353569901667379,1512,0.646430098332621
"E02006649",4,453,1233,1156,261,29,9,3145,0.00127186009538951,0.144038155802862,0.392050874403816,0.367567567567568,0.0829888712241653,0.00922098569157393,0.00286168521462639,1690,0.537360890302067,1455,0.462639109697933
"E02006650",8,624,1453,1887,422,105,30,4529,0.00176639434753809,0.137778759107971,0.320821373371605,0.416648266725547,0.0931773018326341,0.0231839258114374,0.00662397880326783,2085,0.460366526827114,2444,0.539633473172886
"E02006651",11,218,410,880,549,208,66,2342,0.00469684030742955,0.0930828351836038,0.175064047822374,0.375747224594364,0.234415029888984,0.0888129803586678,0.0281810418445773,639,0.272843723313407,1703,0.727156276686593
"E02006652",4,472,1220,1444,433,52,14,3639,0.00109920307776862,0.129705963176697,0.335256938719428,0.396812311074471,0.118988733168453,0.014289640010992,0.00384721077219016,1696,0.466062104973894,1943,0.533937895026106
"E02006653",1,192,1375,1607,278,38,4,3495,0.000286123032904149,0.0549356223175966,0.393419170243205,0.459799713876967,0.0795422031473534,0.0108726752503577,0.0011444921316166,1568,0.448640915593705,1927,0.551359084406295
"E02006654",15,833,1904,1503,515,56,19,4845,0.00309597523219814,0.171929824561404,0.392982456140351,0.310216718266254,0.106295149638803,0.0115583075335397,0.00392156862745098,2752,0.568008255933953,2093,0.431991744066047
"E02006655",34,890,432,823,575,203,41,2998,0.0113408939292862,0.296864576384256,0.144096064042695,0.274516344229486,0.191794529686458,0.0677118078719146,0.0136757838559039,1356,0.452301534356237,1642,0.547698465643763
"E02006656",3,50,969,1102,168,14,3,2309,0.00129926375054136,0.021654395842356,0.419662191424859,0.477262884365526,0.0727587700303162,0.00606323083585968,0.00129926375054136,1022,0.442615851017757,1287,0.557384148982243
"E02006657",13,821,2302,1269,257,46,8,4716,0.00275657336726039,0.174088210347752,0.488125530110263,0.269083969465649,0.0544953350296862,0.0097540288379983,0.00169635284139101,3136,0.664970313825276,1580,0.335029686174724
"E02006658",2,690,1056,1225,332,55,12,3372,0.000593119810201661,0.204626334519573,0.313167259786477,0.363285883748517,0.0984578884934757,0.0163107947805457,0.00355871886120996,1748,0.518386714116251,1624,0.481613285883749
"E02006659",13,514,954,1128,356,88,24,3077,0.00422489437764056,0.167045823854404,0.310042248943776,0.366590835229119,0.115697107572311,0.0285992850178746,0.00779980500487488,1481,0.481312967175821,1596,0.518687032824179
"E02006660",14,1179,1916,1819,647,136,29,5740,0.0024390243902439,0.205400696864111,0.333797909407666,0.316898954703833,0.112717770034843,0.0236933797909408,0.00505226480836237,3109,0.541637630662021,2631,0.458362369337979
"E02006661",54,480,1195,1268,346,106,22,3471,0.0155574762316335,0.13828867761452,0.344281186977816,0.365312590031691,0.0996830884471334,0.0305387496398732,0.00633823105733218,1729,0.49812734082397,1742,0.50187265917603
"E02006662",139,535,759,910,172,43,6,2564,0.0542121684867395,0.208658346333853,0.296021840873635,0.354914196567863,0.0670826833073323,0.0167706708268331,0.00234009360374415,1433,0.558892355694228,1131,0.441107644305772
"E02006663",9,1636,1929,1094,247,50,15,4980,0.00180722891566265,0.3285140562249,0.387349397590361,0.219678714859438,0.0495983935742972,0.0100401606425703,0.00301204819277108,3574,0.717670682730924,1406,0.282329317269076
"E02006664",10,140,427,858,452,131,30,2048,0.0048828125,0.068359375,0.20849609375,0.4189453125,0.220703125,0.06396484375,0.0146484375,577,0.28173828125,1471,0.71826171875
"E02006665",15,207,652,835,617,257,78,2661,0.0056369785794814,0.0777903043968433,0.245020668921458,0.313791807591131,0.231867718902668,0.0965802329951146,0.0293122886133033,874,0.328447951897783,1787,0.671552048102217
"E02006666",2,541,759,744,149,23,7,2225,0.000898876404494382,0.24314606741573,0.341123595505618,0.33438202247191,0.0669662921348315,0.0103370786516854,0.00314606741573034,1302,0.585168539325843,923,0.414831460674157
"E02006667",1,1002,1124,803,139,25,7,3101,0.000322476620445018,0.323121573685908,0.3624637213802,0.258948726217349,0.0448242502418575,0.00806191551112544,0.00225733634311512,2127,0.685907771686553,974,0.314092228313447
"E02006668",1,91,680,799,222,39,5,1837,0.000544365813826892,0.0495372890582471,0.370168753402286,0.434948285247686,0.12084921066957,0.0212302667392488,0.00272182906913446,772,0.42025040827436,1065,0.57974959172564
"E02006669",20,456,759,1453,895,261,67,3911,0.00511378164152391,0.116594221426745,0.194068013295832,0.371516236256712,0.228841728458195,0.066734850421887,0.0171311684991051,1235,0.315776016364101,2676,0.684223983635899
"E02006670",1,428,1095,1177,371,69,19,3160,0.000316455696202532,0.135443037974684,0.346518987341772,0.37246835443038,0.117405063291139,0.0218354430379747,0.0060126582278481,1524,0.482278481012658,1636,0.517721518987342
"E02006671",3,325,1069,1117,450,81,18,3063,0.000979431929480901,0.106105125693764,0.349004244205028,0.364675155076722,0.146914789422135,0.0264446620959843,0.00587659157688541,1397,0.456088801828273,1666,0.543911198171727
"E02006672",41,1517,1093,672,312,80,15,3730,0.0109919571045576,0.406702412868633,0.293029490616622,0.180160857908847,0.0836461126005362,0.0214477211796247,0.00402144772117962,2651,0.710723860589812,1079,0.289276139410188
"E02006673",3,99,863,849,314,63,29,2220,0.00135135135135135,0.0445945945945946,0.388738738738739,0.382432432432432,0.141441441441441,0.0283783783783784,0.0130630630630631,965,0.434684684684685,1255,0.565315315315315
"E02006674",0,253,1024,789,184,26,6,2282,0,0.110867659947415,0.448729184925504,0.345749342681858,0.0806310254163015,0.0113935144609991,0.00262927256792287,1277,0.559596844872918,1005,0.440403155127082
"E02006675",18,216,586,965,471,136,22,2414,0.00745650372825186,0.0894780447390224,0.242750621375311,0.399751449875725,0.195111847555924,0.0563380281690141,0.00911350455675228,820,0.339685169842585,1594,0.660314830157415
"E02006676",10,139,351,850,665,290,84,2389,0.00418585182084554,0.058183340309753,0.146923398911679,0.355797404771871,0.278359146086229,0.121389702804521,0.0351611552951026,500,0.209292591042277,1889,0.790707408957723
"E02006677",9,270,630,990,443,103,39,2484,0.0036231884057971,0.108695652173913,0.253623188405797,0.398550724637681,0.178341384863124,0.0414653784219002,0.0157004830917874,909,0.365942028985507,1575,0.634057971014493
"E02006678",3,287,932,895,242,30,11,2400,0.00125,0.119583333333333,0.388333333333333,0.372916666666667,0.100833333333333,0.0125,0.00458333333333333,1222,0.509166666666667,1178,0.490833333333333
"E02006679",66,1585,1541,1126,428,79,24,4849,0.013611053825531,0.326871519901011,0.317797484017323,0.23221282738709,0.0882656217776861,0.0162920189729841,0.00494947411837492,3192,0.658280057743865,1657,0.341719942256135
"E02006680",13,279,1004,1093,379,51,12,2831,0.00459201695513953,0.0985517484987637,0.35464500176616,0.386082656305193,0.133874955845991,0.0180148357470858,0.00423878488166726,1296,0.457788767220064,1535,0.542211232779936
"E02006681",16,144,519,778,361,128,25,1971,0.00811770674784373,0.0730593607305936,0.263318112633181,0.394723490613902,0.183155758498224,0.0649416539827499,0.0126839167935058,679,0.344495180111618,1292,0.655504819888381
"E02006682",10,585,1160,1407,550,123,16,3851,0.00259672812256557,0.151908595170086,0.301220462217606,0.365359646844975,0.142820046741106,0.0319397559075565,0.00415476499610491,1755,0.455725785510257,2096,0.544274214489743
"E02006683",79,326,1132,828,227,54,18,2664,0.0296546546546547,0.122372372372372,0.424924924924925,0.310810810810811,0.0852102102102102,0.0202702702702703,0.00675675675675676,1537,0.576951951951952,1127,0.423048048048048
"E02006684",0,516,1105,940,445,61,13,3080,0,0.167532467532468,0.358766233766234,0.305194805194805,0.144480519480519,0.0198051948051948,0.00422077922077922,1621,0.526298701298701,1459,0.473701298701299
"E02006685",7,845,1787,993,309,55,11,4007,0.00174694285001248,0.210880958322935,0.445969553281757,0.247816321437484,0.0771150486648365,0.0137259795358123,0.00274519590716247,2639,0.658597454454704,1368,0.341402545545296
"E02006686",10,95,527,613,127,16,5,1393,0.00717875089734386,0.0681981335247667,0.378320172290022,0.440057430007179,0.091170136396267,0.0114860014357502,0.00358937544867193,632,0.453697056712132,761,0.546302943287868
"E02006687",14,407,1219,962,202,27,3,2834,0.00494001411432604,0.143613267466478,0.430134086097389,0.339449541284404,0.0712773465067043,0.00952717007762879,0.00105857445306987,1640,0.578687367678193,1194,0.421312632321807
"E02006688",8,80,602,860,308,46,11,1915,0.00417754569190601,0.0417754569190601,0.314360313315927,0.449086161879896,0.160835509138381,0.0240208877284595,0.00574412532637076,690,0.360313315926893,1225,0.639686684073107
"E02006689",5,211,466,810,427,132,33,2084,0.00239923224568138,0.101247600767754,0.223608445297505,0.388675623800384,0.20489443378119,0.0633397312859885,0.0158349328214971,682,0.32725527831094,1402,0.67274472168906
"E02006690",65,330,489,973,437,125,25,2444,0.0265957446808511,0.135024549918167,0.200081833060556,0.398117839607201,0.178805237315876,0.0511456628477905,0.0102291325695581,884,0.361702127659574,1560,0.638297872340426
"E02006692",0,176,1001,786,171,30,11,2175,0,0.0809195402298851,0.460229885057471,0.361379310344828,0.0786206896551724,0.0137931034482759,0.00505747126436782,1177,0.541149425287356,998,0.458850574712644
"E02006693",9,675,733,884,202,23,10,2536,0.00354889589905363,0.266167192429022,0.28903785488959,0.348580441640379,0.0796529968454259,0.00906940063091483,0.00394321766561514,1417,0.558753943217666,1119,0.441246056782334
"E02006694",24,253,993,969,390,90,12,2731,0.00878798974734529,0.0926400585865983,0.363603075796412,0.354815086049066,0.142804833394361,0.0329549615525449,0.00439399487367265,1270,0.465031124130355,1461,0.534968875869645
"E02006695",49,95,273,735,830,345,75,2402,0.0203996669442132,0.0395503746877602,0.113655287260616,0.305995004163197,0.345545378850958,0.143630308076603,0.0312239800166528,417,0.17360532889259,1985,0.82639467110741
"E02006696",12,419,516,870,392,80,9,2298,0.00522193211488251,0.182332463011314,0.224543080939948,0.378590078328982,0.170583115752829,0.0348128807658834,0.00391644908616188,947,0.412097476066144,1351,0.587902523933856
"E02006697",19,128,424,837,498,184,59,2149,0.00884132154490461,0.0595625872498837,0.19730107026524,0.389483480688692,0.231735691019079,0.0856212191717078,0.0274546300604933,571,0.265704979060028,1578,0.734295020939972
"E02006698",3,48,358,914,346,50,13,1732,0.00173210161662818,0.0277136258660508,0.206697459584296,0.527713625866051,0.199769053117783,0.0288683602771363,0.00750577367205543,409,0.236143187066975,1323,0.763856812933025
"E02006699",3,61,608,877,224,75,8,1856,0.00161637931034483,0.0328663793103448,0.327586206896552,0.472521551724138,0.120689655172414,0.0404094827586207,0.00431034482758621,672,0.362068965517241,1184,0.637931034482759
"E02006700",4,249,391,683,310,64,11,1712,0.00233644859813084,0.145443925233645,0.22838785046729,0.398948598130841,0.18107476635514,0.0373831775700935,0.00642523364485981,644,0.376168224299065,1068,0.623831775700935
"E02006701",21,506,609,807,369,85,5,2402,0.00874271440466278,0.210657785179017,0.253538717735221,0.335970024979184,0.153621981681932,0.0353871773522065,0.00208159866777685,1136,0.472939217318901,1266,0.527060782681099
"E02006702",4,198,717,813,202,30,10,1974,0.00202634245187437,0.100303951367781,0.36322188449848,0.411854103343465,0.102330293819656,0.0151975683890578,0.00506585612968592,919,0.465552178318136,1055,0.534447821681864
"E02006703",4,407,589,977,365,51,13,2406,0.00166251039068994,0.169160432252702,0.244804655029094,0.406068162926018,0.151704073150457,0.0211970074812968,0.00540315876974231,1000,0.415627597672485,1406,0.584372402327514
"E02006704",4,164,564,810,395,99,28,2064,0.00193798449612403,0.0794573643410853,0.273255813953488,0.392441860465116,0.191375968992248,0.0479651162790698,0.0135658914728682,732,0.354651162790698,1332,0.645348837209302
"E02006705",71,364,594,1167,401,52,13,2662,0.026671675432006,0.136739293764087,0.223140495867769,0.438392186326071,0.150638617580766,0.019534184823441,0.00488354620586026,1029,0.386551465063862,1633,0.613448534936138
"E02006706",23,344,1175,1037,371,30,4,2984,0.00770777479892761,0.115281501340483,0.393766756032172,0.347520107238606,0.124329758713137,0.0100536193029491,0.00134048257372654,1542,0.516756032171582,1442,0.483243967828418
"E02006707",4,71,618,892,252,44,4,1885,0.00212201591511936,0.0376657824933687,0.327851458885942,0.473209549071618,0.13368700265252,0.023342175066313,0.00212201591511936,693,0.36763925729443,1192,0.63236074270557
"E02006708",46,261,1528,917,261,33,16,3062,0.0150228608752449,0.0852384062704115,0.499020248203788,0.299477465708687,0.0852384062704115,0.0107772697583279,0.00522534291312867,1835,0.599281515349445,1227,0.400718484650555
"E02006709",3,599,600,916,290,92,29,2529,0.00118623962040332,0.236852510873863,0.237247924080664,0.362198497429814,0.114669829972321,0.0363780150257019,0.0114669829972321,1202,0.475286674574931,1327,0.524713325425069
"E02006710",59,300,461,889,721,354,113,2897,0.0203658957542285,0.103555402140145,0.159130134622023,0.30686917500863,0.248878149810148,0.122195374525371,0.0390058681394546,820,0.283051432516396,2077,0.716948567483604
"E02006711",101,346,476,769,732,317,102,2843,0.0355258529722125,0.121702427013718,0.167428772423496,0.270488920154766,0.257474498768906,0.111501934576152,0.0358775940907492,923,0.324657052409427,1920,0.675342947590573
"E02006712",97,1029,422,750,508,212,53,3071,0.03158580267014,0.335070009768805,0.137414522956692,0.244220123738196,0.165418430478671,0.0690328883099967,0.0172582220774992,1548,0.504070335395637,1523,0.495929664604363
"E02006713",20,419,818,1007,479,86,16,2845,0.0070298769771529,0.147275922671353,0.287521968365554,0.353954305799648,0.168365553602812,0.0302284710017575,0.00562390158172232,1257,0.44182776801406,1588,0.55817223198594
"E02006714",43,302,356,642,398,144,59,1944,0.022119341563786,0.155349794238683,0.183127572016461,0.330246913580247,0.204732510288066,0.0740740740740741,0.0303497942386831,701,0.36059670781893,1243,0.63940329218107
"E02006715",26,520,1054,1185,456,80,17,3338,0.00778909526662672,0.155781905332534,0.31575793888556,0.355002995805872,0.136608747753146,0.0239664469742361,0.00509286998202517,1600,0.479328939484721,1738,0.520671060515279
"E02006716",11,305,1257,922,238,20,4,2757,0.00398984403336961,0.110627493652521,0.455930359085963,0.334421472615161,0.0863257163583605,0.00725426187885383,0.00145085237577077,1573,0.570547696771853,1184,0.429452303228146
"E02006717",126,640,437,663,426,147,44,2483,0.0507450664518727,0.257752718485703,0.175996778091019,0.267015706806283,0.171566653242046,0.0592025775271849,0.0177204993958921,1203,0.484494563028594,1280,0.515505436971405
"E02006718",140,337,799,946,356,81,13,2672,0.0523952095808383,0.126122754491018,0.299026946107784,0.354041916167665,0.133233532934132,0.030314371257485,0.00486526946107784,1276,0.477544910179641,1396,0.522455089820359
"E02006719",9,338,919,1299,573,137,42,3317,0.00271329514621646,0.101899306602352,0.277057582152547,0.391618932770576,0.172746457642448,0.0413023816701839,0.0126620440156768,1266,0.381670183901116,2051,0.618329816098884
"E02006720",12,274,562,836,592,226,66,2568,0.00467289719626168,0.106697819314642,0.218847352024922,0.325545171339564,0.230529595015576,0.088006230529595,0.0257009345794393,848,0.330218068535826,1720,0.669781931464174
"E02006721",3,673,572,738,134,16,2,2138,0.00140318054256314,0.314780168381665,0.267539756782039,0.345182413470533,0.0626753975678204,0.00748362956033676,0.000935453695042095,1248,0.583723105706268,890,0.416276894293732
"E02006722",0,118,950,635,108,13,2,1826,0,0.0646221248630887,0.52026286966046,0.347754654983571,0.0591456736035049,0.00711938663745893,0.00109529025191676,1068,0.584884994523549,758,0.415115005476451
"E02006723",9,581,1652,1008,108,11,4,3373,0.00266824785057812,0.172250222353988,0.489771716572784,0.298843759264749,0.0320189742069374,0.00326119181737326,0.00118588793359028,2242,0.66469018677735,1131,0.33530981322265
"E02006724",1,230,1044,776,543,84,23,2701,0.000370233246945576,0.0851536467974824,0.386523509811181,0.287300999629767,0.201036653091448,0.0310995927434284,0.00851536467974824,1275,0.472047389855609,1426,0.527952610144391
"E02006725",7,66,906,658,119,11,0,1767,0.00396151669496321,0.0373514431239389,0.512733446519525,0.372382569326542,0.0673457838143746,0.00622524052065648,0,979,0.554046406338427,788,0.445953593661573
"E02006726",4,193,831,877,296,55,18,2274,0.00175901495162709,0.084872471416007,0.365435356200528,0.385664028144239,0.130167106420405,0.0241864555848725,0.0079155672823219,1028,0.452066842568162,1246,0.547933157431838
"E02006727",4,96,617,806,166,35,3,1727,0.00231615518239722,0.0555877243775333,0.357266936884771,0.46670526925304,0.0961204400694847,0.0202663578459757,0.00173711638679792,717,0.415170816444702,1010,0.584829183555298
"E02006728",2,383,739,1070,288,45,7,2534,0.000789265982636148,0.151144435674822,0.291633780584057,0.422257300710339,0.113654301499605,0.0177584846093133,0.00276243093922652,1124,0.443567482241515,1410,0.556432517758485
"E02006729",6,266,642,1031,186,15,3,2149,0.0027919962773383,0.123778501628664,0.298743601675198,0.479758026989297,0.0865518845974872,0.00697999069334574,0.00139599813866915,914,0.425314099581201,1235,0.5746859004188
"E02006730",7,342,1023,669,108,8,3,2160,0.00324074074074074,0.158333333333333,0.473611111111111,0.309722222222222,0.05,0.0037037037037037,0.00138888888888889,1372,0.635185185185185,788,0.364814814814815
"E02006731",1,92,943,871,184,20,4,2115,0.000472813238770686,0.0434988179669031,0.445862884160756,0.411820330969267,0.0869976359338061,0.00945626477541371,0.00189125295508274,1036,0.48983451536643,1079,0.51016548463357
"E02006732",2,78,666,1099,280,30,7,2162,0.000925069380203515,0.0360777058279371,0.308048103607771,0.508325624421832,0.129509713228492,0.0138760407030527,0.0032377428307123,746,0.345050878815911,1416,0.654949121184089
"E02006733",1,107,687,820,270,80,18,1983,0.000504286434694907,0.053958648512355,0.346444780635401,0.413514876449823,0.136157337367625,0.0403429147755925,0.00907715582450832,795,0.400907715582451,1188,0.599092284417549
"E02006734",2,280,605,1182,545,90,23,2727,0.000733406674000733,0.102676934360103,0.221855518885222,0.433443344334433,0.1998533186652,0.033003300330033,0.00843417675100843,887,0.325265859919325,1840,0.674734140080675
"E02006735",7,235,1603,629,220,13,4,2711,0.00258207303578015,0.0866838804869052,0.591294725193655,0.232017705643674,0.0811508668388049,0.00479527849502029,0.00147547030616009,1845,0.680560678716341,866,0.319439321283659
"E02006736",5,44,1044,1150,158,12,2,2415,0.0020703933747412,0.0182194616977226,0.432298136645963,0.476190476190476,0.0654244306418219,0.00496894409937888,0.00082815734989648,1093,0.452587991718427,1322,0.547412008281573
"E02006737",2,402,798,1226,570,85,18,3101,0.000644953240890035,0.129635601418897,0.257336343115124,0.395356336665592,0.18381167365366,0.0274105127378265,0.00580457916801032,1202,0.387616897774911,1899,0.612383102225089
"E02006738",9,190,1555,1523,487,72,21,3857,0.00233341975628727,0.0492610837438424,0.403163080114078,0.394866476536168,0.126263935701322,0.0186673580502982,0.00544464609800363,1754,0.454757583614208,2103,0.545242416385792
"E02006739",2,55,482,795,247,43,15,1639,0.0012202562538133,0.0335570469798658,0.294081757169005,0.485051860890787,0.150701647345943,0.026235509456986,0.00915192190359976,539,0.328859060402685,1100,0.671140939597315
"E02006740",6,316,1409,1547,771,133,49,4231,0.00141810446702907,0.0746868352635311,0.333018199007327,0.365634601748996,0.182226424013236,0.0314346490191444,0.0115811864807374,1731,0.409123138737887,2500,0.590876861262113
"E02006741",3,363,779,849,80,5,7,2086,0.00143815915627996,0.174017257909875,0.373441994247363,0.406999041227229,0.0383509108341323,0.00239693192713327,0.00335570469798658,1145,0.548897411313519,941,0.451102588686481
"E02006742",6,398,1395,1301,498,64,20,3682,0.00162954915806627,0.108093427485062,0.378870179250407,0.353340575774036,0.1352525801195,0.0173818576860402,0.00543183052688756,1799,0.488593155893536,1883,0.511406844106464
"E02006743",5,400,860,982,226,33,11,2517,0.00198649185538339,0.158919348430671,0.341676599125944,0.390147000397298,0.0897894318633294,0.0131108462455304,0.00437028208184346,1265,0.502582439411998,1252,0.497417560588002
"E02006744",2,277,1240,1264,649,96,30,3558,0.000562113546936481,0.0778527262507026,0.348510399100618,0.355255761663856,0.182405845980888,0.0269814502529511,0.00843170320404722,1519,0.426925238898257,2039,0.573074761101742
"E02006745",33,613,758,1198,445,74,15,3136,0.0105229591836735,0.19547193877551,0.241709183673469,0.382015306122449,0.141900510204082,0.0235969387755102,0.00478316326530612,1404,0.447704081632653,1732,0.552295918367347
"E02006746",18,925,994,1125,483,80,30,3655,0.00492476060191518,0.253077975376197,0.271956224350205,0.307797537619699,0.132147742818057,0.0218878248974008,0.00820793433652531,1937,0.529958960328317,1718,0.470041039671683
"E02006747",3,51,825,940,117,9,4,1949,0.00153925089789636,0.0261672652642381,0.423293996921498,0.482298614674192,0.0600307850179579,0.00461775269368907,0.00205233453052848,879,0.451000513083633,1070,0.548999486916367
"E02006748",26,1100,601,752,467,201,67,3214,0.00808960796515246,0.342252644679527,0.186994399502178,0.23397635345364,0.145301804604854,0.0625388923459863,0.0208462974486621,1727,0.537336652146858,1487,0.462663347853143
"E02006749",1,40,1025,847,111,12,4,2040,0.000490196078431373,0.0196078431372549,0.502450980392157,0.415196078431373,0.0544117647058824,0.00588235294117647,0.00196078431372549,1066,0.522549019607843,974,0.477450980392157
