"msoa21","msoa21_name","heat_risk","social_risk","heat_enhanced_risk","lst_maxday_mean","lst_daynight_mean","lst_daynight_decile","airtemp_maxday_mean","airtemp_daynight_mean","airtemp_daynight_decile","under5","under5_pct","over75","over75_pct","people_of_colour","people_of_colour_pct","disabled_persons","disabled_persons_pct","life_expectancy_average","life_expectancy_decile","care_or_nursing_home_n","hospital_n","nurseries_n"
"E02004506","Horkesley Heath, Langham & Dedham","lower heat risk","Lowest heat risk","Lower heat risk",38.77,25.38,7,38.05,27.41,8,338,0.0462886880306765,835,0.114352232265133,391,0.055,1065,0.149,83.4,8,4,0,2
"E02004507","Highwoods","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.74,27.06,4,38.09,27.69,7,533,0.0550961339673351,410,0.0423816415133347,1452,0.15,1553,0.16,81.6,5,5,0,3
"E02004508","West Bergholt & Wormingford","lower heat risk","Lowest heat risk","Lower heat risk",39.17,25.61,7,38.26,27.76,7,249,0.037721557339797,750,0.113619148613846,279,0.042,1109,0.169,84.5,9,3,0,0
"E02004512","Central Colchester","highest heat risk","Highest heat risk","High heat and enhanced risk",40.56,27.43,3,38.34,27.94,6,646,0.0568061906436862,942,0.0828350334154063,2042,0.181,1996,0.176,80.1,4,6,0,4
"E02004513","Greenstead","highest heat risk","Highest heat risk","High heat and enhanced risk",40.2,27.47,3,38.27,27.84,7,547,0.0475610816450743,423,0.0367794104860447,2848,0.251,2332,0.205,78.5,2,1,0,3
"E02004514","Lexden","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.78,26.63,4,38.24,27.92,6,273,0.0466985973315087,633,0.108279165241191,733,0.126,940,0.161,84.1,9,3,1,3
"E02004515","Marks Tey & Wakes Colne","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.93,26.13,5,38.34,27.87,7,639,0.063951160928743,801,0.080164131305044,781,0.08,1353,0.139,83.4,8,4,0,2
"E02004516","New Town & Hythe","highest heat risk","Highest heat risk","High heat and enhanced risk",41.35,28.03,2,38.19,27.89,7,857,0.0645088445615356,309,0.0232593150169364,2917,0.218,2152,0.161,79.9,3,1,0,4
"E02004517","Stanway","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.05,26.62,4,38.25,27.84,7,561,0.0567296996662959,1010,0.102133683891192,903,0.094,1620,0.169,79.8,3,5,0,1
"E02004518","Abbey Field","highest heat risk","Medium heat risk","High heat, not enhanced risk",41.08,27.82,2,38.17,27.92,6,454,0.0561811656973147,480,0.0593985892835045,1073,0.133,1089,0.135,83.2,8,1,0,1
"E02004519","Prettygate & Westlands","highest heat risk","Lowest heat risk","High heat, not enhanced risk",41.29,27.92,2,38.23,27.89,7,316,0.0423025435073628,981,0.131325301204819,749,0.1,1388,0.185,83.9,9,5,0,2
"E02004520","Shrub End","highest heat risk","Medium heat risk","High heat, not enhanced risk",40.54,27.1,4,38.17,27.87,7,819,0.0834012219959267,299,0.0304480651731161,1578,0.163,1517,0.156,80.8,4,6,0,1
"E02004521","Old Heath & Rowhedge","lower heat risk","Medium heat risk","Lower heat risk",38.37,26.06,6,38.04,27.75,7,564,0.0594059405940594,659,0.0694122603749737,949,0.1,1838,0.195,79.8,3,3,0,0
"E02004522","Wivenhoe & University","highest heat risk","Lowest heat risk","High heat, not enhanced risk",38.62,26.26,5,38.07,27.68,7,332,0.0377144155401568,868,0.0986027490628195,1245,0.139,1504,0.167,85.2,10,3,0,3
"E02004523","Monkwick","highest heat risk","Medium heat risk","High heat, not enhanced risk",39.32,26.69,4,38.09,27.8,7,702,0.0665529010238908,546,0.0517633674630262,1280,0.122,2063,0.196,79.5,3,2,0,1
"E02004524","Layer-de-la-Haye, Abberton & Mersea East","lower heat risk","Lowest heat risk","Lower heat risk",37.02,25.28,7,37.69,27.49,8,340,0.0411223996129656,897,0.108490566037736,253,0.03,1413,0.17,84.1,9,4,0,2
"E02004525","Tiptree","lower heat risk","Lowest heat risk","Lower heat risk",38.43,25.72,6,38.04,27.64,7,445,0.0535757283891163,1104,0.132915964363111,253,0.031,1435,0.177,82.5,7,3,0,3
"E02004526","West Mersea","lower heat risk","Medium heat risk","Lower heat risk",35.49,25.16,8,36.79,27.17,8,182,0.025486626522896,1253,0.175465621061476,165,0.023,1404,0.194,82.9,7,2,0,2
"E02006922","Parson's Heath","highest heat risk","Medium heat risk","High heat, not enhanced risk",39.77,27.19,3,38.16,27.75,7,704,0.0494347307071133,1597,0.112141001334176,1603,0.114,2758,0.195,79.3,3,7,1,2
"E02007056","Mile End North, Braiswick & Kingswood Heath","highest heat risk","Lowest heat risk","High heat, not enhanced risk",40.1,26.83,4,38.17,27.79,7,816,0.0886763747011519,231,0.025103238426429,1674,0.193,1026,0.118,81.4,5,3,2,3
"E02007057","Mile End South","highest heat risk","Lowest heat risk","High heat, not enhanced risk",39.68,26.82,4,38.26,27.9,7,470,0.0621857634294787,220,0.0291082296903943,1839,0.244,1068,0.142,81.4,5,4,3,3
"E02004000","Parton & Distington","lower heat risk","Medium heat risk","Lower heat risk",27.44,19.77,10,31.61,24.54,10,209,0.040184579888483,501,0.0963276293020573,67,0.013,1180,0.227,80.7,4,4,0,2
"E02004001","Whitehaven Harbour & Corkickle","lower heat risk","Highest heat risk","Lower heat risk",29.53,21.87,10,31.86,25.24,10,214,0.040530303030303,502,0.0950757575757576,181,0.035,1250,0.241,78.6,2,1,0,2
"E02004002","Hensingham, Hillcrest & Aikbank","lower heat risk","Lowest heat risk","Lower heat risk",30.24,21.65,10,32.17,25.5,10,391,0.0413362934771117,923,0.0975790252669415,259,0.027,1752,0.184,80.4,4,2,3,1
"E02004003","Cleator Moor, Frizington & Ennerdale","lower heat risk","Medium heat risk","Lower heat risk",28.12,19.15,10,31.95,24.84,10,549,0.0474093264248705,954,0.0823834196891192,165,0.014,2471,0.213,79.9,3,2,0,3
"E02004004","Mirehouse, Kells & Woodhouse","lower heat risk","Medium heat risk","Lower heat risk",29.32,21.41,10,31.81,25.67,10,608,0.061179311732743,705,0.0709398269269471,242,0.025,2266,0.231,77.2,1,2,0,2
"E02004005","Egremont & Moor Row","lower heat risk","Medium heat risk","Lower heat risk",29.51,20.64,10,32.38,25.49,10,348,0.0448858506384625,736,0.0949309944537598,102,0.013,1644,0.215,79.6,3,1,0,2
"E02004006","Thornhill, Gosforth & Seascale","lower heat risk","Lowest heat risk","Lower heat risk",28.34,19.99,10,32.32,25.2,10,306,0.0355648535564854,1053,0.122384937238494,189,0.023,1564,0.187,83.6,8,1,0,4
"E02004007","Millom & Duddon Valley","lower heat risk","Medium heat risk","Lower heat risk",28.48,20.07,10,32.42,25.53,10,445,0.0463445115600916,1010,0.105186419495938,161,0.017,2016,0.207,78.8,2,3,0,2
"E02003931","Bude & Stratton","highest heat risk","Medium heat risk","High heat, not enhanced risk",38.92,26.64,4,36.14,26.77,9,431,0.0407141507651615,1368,0.129227281314944,322,0.03,2328,0.22,82.3,6,4,2,4
"E02003932","Poundstock & Kilkhampton","lower heat risk","Medium heat risk","Lower heat risk",37.6,25.13,8,34.96,25.5,10,291,0.0389714744877461,854,0.114369894201152,94,0.013,1405,0.187,83.8,9,4,0,2
"E02003933","Crackington & Tintagel","lower heat risk","Medium heat risk","Lower heat risk",34,24.28,9,33.44,26.03,10,215,0.0307011280879623,870,0.124232471797801,182,0.026,1435,0.205,81.7,5,2,0,3
"E02003934","Camelford & Tresmeer","lower heat risk","Medium heat risk","Lower heat risk",36.35,24.08,9,33.98,25.13,10,349,0.0483848606682379,747,0.103563011229724,128,0.018,1497,0.208,82.8,7,2,0,1
"E02003935","Launceston","lower heat risk","Medium heat risk","Lower heat risk",38.25,24.96,8,33.87,24.33,10,585,0.0564072895574197,938,0.0904445087262559,352,0.034,2202,0.215,79.3,3,4,1,2
"E02003936","Altarnun & Stoke Climsland","lower heat risk","Lowest heat risk","Lower heat risk",36.12,23.61,9,33.15,24.21,10,258,0.0301860301860302,1105,0.129285129285129,124,0.015,1736,0.208,83,7,9,0,4
"E02003937","Trebetherick & Whitecross","lower heat risk","Lowest heat risk","Lower heat risk",35.93,24.39,9,33.15,25.12,10,192,0.0363843092666288,721,0.136630661360622,139,0.026,1033,0.196,85.1,10,2,0,2
"E02003938","Padstow & St Issey","lower heat risk","Medium heat risk","Lower heat risk",35.22,23.88,9,31.94,24.83,10,313,0.0463223323960337,711,0.105224211928371,250,0.037,1293,0.191,84.6,9,0,0,0
"E02003939","Wadebridge","lower heat risk","Medium heat risk","Lower heat risk",37.99,25.32,7,33.71,25.01,10,253,0.0375984544508842,968,0.143854956159905,158,0.023,1441,0.212,84.4,9,3,0,1
"E02003892","Gunnislake & Calstock","lower heat risk","Lowest heat risk","Lower heat risk",34.95,23.77,9,32.93,24.04,10,227,0.0330952033824173,841,0.122612625747193,121,0.018,1475,0.222,83.4,8,1,0,1
"E02003940","St Breward, Tredethy & Lanivet","lower heat risk","Lowest heat risk","Lower heat risk",34.68,23.46,10,32.54,24.77,10,218,0.0340518587941268,800,0.124960949703218,190,0.03,1294,0.203,84.4,9,1,0,2
"E02003893","St Neot & St Cleer","lower heat risk","Medium heat risk","Lower heat risk",34.71,23.34,10,32.23,24.03,10,239,0.0356503579952267,763,0.113812649164678,126,0.019,1364,0.206,82.9,7,2,0,0
"E02003894","Callington & Pensilva","lower heat risk","Medium heat risk","Lower heat risk",36.04,24.29,9,32.94,24.1,10,347,0.040527914038776,1032,0.120532585844429,165,0.02,1893,0.229,81.2,5,4,0,0
"E02003941","Bodmin East","lower heat risk","Medium heat risk","Lower heat risk",35.43,23.97,9,32.53,24.85,10,484,0.0528384279475983,910,0.0993449781659389,289,0.032,1921,0.215,79.6,3,5,0,3
"E02003942","Bodmin West","lower heat risk","Highest heat risk","Lower heat risk",35.74,23.11,10,33.03,24.98,10,493,0.0609394313967862,645,0.0797280593325093,237,0.03,1839,0.23,80,3,2,1,0
"E02003895","Dobwalls, Addington & Menheniot","lower heat risk","Medium heat risk","Lower heat risk",36.41,24.28,9,32.78,24.21,10,585,0.0587998793848628,945,0.0949844205447784,253,0.027,2037,0.214,81.3,5,4,2,2
"E02003896","Liskeard","lower heat risk","Highest heat risk","Lower heat risk",37.04,24.61,8,32.98,24.21,10,260,0.0433694745621351,727,0.121267723102585,121,0.02,1569,0.264,79.7,3,5,0,2
"E02003952","St Columb Minor & Porth","lower heat risk","Medium heat risk","Lower heat risk",37.64,25.25,7,31.11,24.3,10,564,0.0566378790921872,720,0.0723036754368347,301,0.031,1717,0.176,82.9,7,3,0,5
"E02003953","St Columb Major & St Mawgan","lower heat risk","Medium heat risk","Lower heat risk",36.02,24.61,8,32.05,24.53,10,530,0.0485971025123785,966,0.0885750962772786,295,0.027,2164,0.2,82.9,7,2,0,2
"E02003954","Newquay West","lower heat risk","Highest heat risk","Lower heat risk",32.57,23.05,10,29.16,23.71,10,344,0.0453586497890295,674,0.0888713080168776,262,0.034,1600,0.21,80.1,3,6,0,3
"E02003955","Newquay East","lower heat risk","Medium heat risk","Lower heat risk",36.31,24.51,9,29.89,24.01,10,457,0.0453283078754215,933,0.0925411624677643,400,0.04,1909,0.189,81.8,6,3,1,3
"E02003897","Saltash Latchbrook & St Stephens","lower heat risk","Lowest heat risk","Lower heat risk",37.61,24.74,8,33.51,24.63,10,167,0.031244153414406,584,0.109260991580917,98,0.018,932,0.173,83.2,8,1,0,1
"E02003898","St Germans & St Mellion","lower heat risk","Medium heat risk","Lower heat risk",37.07,24.73,8,32.49,24.17,10,208,0.0310031301237144,818,0.121925771351915,184,0.027,1301,0.194,82.8,7,1,0,2
"E02003956","Roche & Goss Moor","lower heat risk","Medium heat risk","Lower heat risk",33.95,23.32,10,32.61,24.71,10,375,0.0475767571682314,657,0.0833544785587414,203,0.026,1686,0.218,79.7,3,1,0,1
"E02003899","Mid Saltash","lower heat risk","Medium heat risk","Lower heat risk",39.3,25.97,6,33.46,24.98,10,256,0.0481022172115746,651,0.122322435174746,86,0.016,1310,0.248,82.6,7,2,0,1
"E02003900","Saltash Town & Pillmere","lower heat risk","Lowest heat risk","Lower heat risk",36.94,24.97,8,33.81,25.14,10,278,0.0393377670864582,818,0.115749257110514,191,0.027,1429,0.201,81.9,6,4,1,0
"E02003957","Lostwithiel & Penwithick","lower heat risk","Medium heat risk","Lower heat risk",33.4,22.9,10,32.28,24.5,10,592,0.0532374100719424,1045,0.0939748201438849,271,0.024,2373,0.214,80.9,4,3,0,4
"E02003901","Lanreath, Pelynt & Polruan","lower heat risk","Medium heat risk","Lower heat risk",34.45,23.33,10,31.89,24.02,10,272,0.0326139088729017,1125,0.134892086330935,160,0.019,1858,0.224,80.6,4,2,0,0
"E02003902","Torpoint","lower heat risk","Medium heat risk","Lower heat risk",37.02,25.08,8,32.94,25.33,10,219,0.0421072870601807,568,0.109209767352432,108,0.02,1225,0.232,78.6,2,4,0,3
"E02003958","Trewoon, Coombe & Foxhole","lower heat risk","Medium heat risk","Lower heat risk",34.41,24.16,9,32.17,24.41,10,384,0.0469150885766646,669,0.0817348808796579,176,0.021,1725,0.21,81,5,3,0,3
"E02003959","Par","lower heat risk","Medium heat risk","Lower heat risk",33.6,23.79,9,31.39,24.21,10,377,0.0542134023583549,696,0.100086281276963,158,0.023,1559,0.225,81.1,5,2,0,2
"E02003905","Grampound Road, St Newlyn East and Cubert","lower heat risk","Medium heat risk","Lower heat risk",37.26,24.87,8,31.17,23.75,10,376,0.050728548300054,563,0.0759579060982191,133,0.019,1310,0.183,81.1,5,5,0,3
"E02003906","Perranporth & Goonhavern","lower heat risk","Medium heat risk","Lower heat risk",37.58,25.26,7,29.81,23.45,10,233,0.0364290181363352,780,0.121951219512195,256,0.04,1238,0.193,78.4,2,8,0,1
"E02003903","Kingsand, Antony & Maryfield","lower heat risk","Medium heat risk","Lower heat risk",34.34,24.17,9,31.55,24.6,10,185,0.0288701622971286,791,0.123439450686642,147,0.024,1277,0.206,83,7,1,0,0
"E02003960","Tywardreath & Fowey","lower heat risk","Lowest heat risk","Lower heat risk",33.73,23.52,9,31.59,23.98,10,158,0.0277338950324732,887,0.15569598034053,139,0.024,1248,0.219,84.1,9,3,0,3
"E02003961","St Austell East & Carlyon Bay","lower heat risk","Lowest heat risk","Lower heat risk",33.92,24.39,9,31.42,24.46,10,387,0.0399586990191017,1181,0.12194114610222,228,0.024,1849,0.193,84.5,9,1,0,1
"E02003904","Looe & Polperro","lower heat risk","Medium heat risk","Lower heat risk",33.43,23.57,9,29.93,23.55,10,109,0.0219227674979887,768,0.154465004022526,136,0.027,1085,0.217,82.2,6,2,0,1
"E02003962","St Austell North & Carclaze","lower heat risk","Medium heat risk","Lower heat risk",33.81,24.41,9,31.76,24.77,10,418,0.056372218476062,654,0.0881995954146999,230,0.032,1593,0.219,80.4,4,5,0,3
"E02003963","St Austell Central","lower heat risk","Highest heat risk","Lower heat risk",36.13,25.23,7,31.63,24.54,10,599,0.0594128149176751,1162,0.115254909740131,342,0.034,2682,0.267,81.1,5,7,0,1
"E02003907","St Agnes & Mount Hawke","lower heat risk","Medium heat risk","Lower heat risk",36.49,25.16,8,28.86,23.24,10,401,0.0465953985591448,896,0.104113409249361,221,0.026,1553,0.183,81.5,5,3,0,4
"E02003964","Mevagissey & Polgooth","lower heat risk","Medium heat risk","Lower heat risk",34.04,23.37,10,30.39,23.66,10,258,0.0326045747504107,1227,0.155061291545558,163,0.02,1640,0.205,84.6,9,2,2,2
"E02003908","Truro East","lower heat risk","Lowest heat risk","Lower heat risk",36.23,24.53,9,31.77,23.59,10,368,0.043632914394119,882,0.104576713303296,464,0.055,1665,0.197,83.6,8,2,0,1
"E02003909","Truro West","lower heat risk","Medium heat risk","Lower heat risk",35.89,24.19,9,31.35,23.39,10,532,0.0493369192247056,1023,0.0948715570805898,843,0.078,2242,0.209,79,2,5,4,3
"E02003910","Truro South & Central","lower heat risk","Medium heat risk","Lower heat risk",36.78,24.55,9,31.66,23.53,10,313,0.0435751078936378,839,0.116803563970486,551,0.079,1439,0.207,79.7,3,5,0,3
"E02003918","Illogan & Portreath","lower heat risk","Medium heat risk","Lower heat risk",35.43,24.44,9,29.72,24.49,10,365,0.0493710266468281,811,0.109698363316651,212,0.029,1541,0.214,83.1,8,4,0,1
"E02003919","Redruth North","lower heat risk","Highest heat risk","Lower heat risk",37.14,24.98,8,29.66,23.78,10,452,0.0596936080295827,664,0.0876914949815108,257,0.035,1784,0.242,80.5,4,1,0,2
"E02003911","Shortlanesend, Chacewater & Carnon Downs","lower heat risk","Lowest heat risk","Lower heat risk",35.15,23.81,9,30.87,23.23,10,369,0.0397457992244722,1274,0.137225333907798,296,0.032,1660,0.182,84.8,10,1,0,5
"E02003912","Probus & Roseland","lower heat risk","Medium heat risk","Lower heat risk",34.93,23.88,9,30.64,23.4,10,246,0.0303404045387272,1110,0.136901825357671,221,0.027,1541,0.188,81.5,5,1,0,1
"E02003920","Redruth South","lower heat risk","Medium heat risk","Lower heat risk",35.87,25.15,8,29.83,23.47,10,484,0.0577841451766953,804,0.0959885386819484,277,0.034,1670,0.202,80.5,4,3,0,3
"E02003921","St Day & Lanner","lower heat risk","Medium heat risk","Lower heat risk",34.9,24.28,9,29.96,22.86,10,242,0.0382185723310171,684,0.108022741629817,171,0.027,1335,0.212,80.3,4,1,0,2
"E02003922","Pool & Illogan Highway","lower heat risk","Medium heat risk","Lower heat risk",36.07,25.15,8,30.4,24.5,10,490,0.0542876135608243,657,0.0727897185907379,243,0.027,1970,0.218,80.2,4,1,2,5
"E02003923","Camborne East","lower heat risk","Highest heat risk","Lower heat risk",37.91,25.77,6,30.79,25.15,10,685,0.0710433520016594,621,0.0644057249533292,274,0.029,2180,0.229,78.6,2,4,0,1
"E02003924","Camborne West","lower heat risk","Highest heat risk","Lower heat risk",36.14,24.27,9,30.18,24.88,10,332,0.0447741065407957,950,0.128118678354686,230,0.031,1902,0.258,78.5,2,4,0,2
"E02003943","St Ives & Halsetown","lower heat risk","Medium heat risk","Lower heat risk",31.55,22.33,10,28.53,24.18,10,218,0.0316676350958745,850,0.123474723997676,316,0.046,1503,0.218,82.2,6,1,0,3
"E02003925","Camborne South","lower heat risk","Medium heat risk","Lower heat risk",36.01,24.87,8,31.11,24.84,10,329,0.0449330783938815,658,0.0898661567877629,208,0.029,1738,0.239,79.8,3,2,0,0
"E02003913","Mylor Bridge & Frogpool","lower heat risk","Medium heat risk","Lower heat risk",33.65,23.09,10,30.53,22.9,10,239,0.04012760241773,900,0.151108126259234,187,0.032,1156,0.195,84.6,9,1,0,2
"E02003944","Hayle","lower heat risk","Medium heat risk","Lower heat risk",36.22,24.78,8,30.45,24.62,10,491,0.0475084663763909,1090,0.105466860183841,288,0.028,2203,0.214,81.3,5,5,1,1
"E02003945","Towednack, Lelant & Carbis Bay","lower heat risk","Lowest heat risk","Lower heat risk",35.19,24.35,9,29.31,24.38,10,195,0.033396129474225,816,0.139749957184449,184,0.031,1214,0.206,83.2,8,2,0,1
"E02003926","Crowan, Wendron & Stithians","lower heat risk","Medium heat risk","Lower heat risk",34.58,23.67,9,30.55,23.59,10,381,0.0451582315989096,774,0.0917387697048714,250,0.03,1558,0.187,82.8,7,2,0,4
"E02003914","Penryn","lower heat risk","Medium heat risk","Lower heat risk",33.63,23.74,9,30.02,23.21,10,373,0.0430765677329946,575,0.0664048966393348,472,0.056,1750,0.206,79.9,3,1,0,1
"E02003946","Marazion, St Erth & Gwinear Gwithian","lower heat risk","Medium heat risk","Lower heat risk",37.12,25.13,8,30.36,24.51,10,419,0.0431425041186161,1118,0.115115321252059,306,0.032,1996,0.211,83,7,5,0,3
"E02003915","Falmouth North","lower heat risk","Highest heat risk","Lower heat risk",31.93,23.09,10,29.57,23.29,10,293,0.035399299263018,575,0.0694696145946599,523,0.063,1989,0.24,79.9,3,2,0,3
"E02003916","Falmouth East","lower heat risk","Medium heat risk","Lower heat risk",31.24,23.14,10,29.16,23.27,10,164,0.0230110846078294,784,0.110004209344745,397,0.056,1407,0.199,81.4,5,3,0,2
"E02003917","Falmouth West & South","lower heat risk","Lowest heat risk","Lower heat risk",32.44,22.98,10,29.35,23.31,10,427,0.0510094373432087,826,0.0986739935491578,280,0.034,1416,0.17,83.6,8,0,1,2
"E02003947","West Penwith & St Buryan","lower heat risk","Medium heat risk","Lower heat risk",34.78,24.27,9,28.58,23.97,10,238,0.0357357357357357,812,0.121921921921922,187,0.029,1505,0.23,82.4,7,3,0,2
"E02003927","Ponsanooth, Mabe Burnthouse & Constantine","lower heat risk","Lowest heat risk","Lower heat risk",33.08,23.14,10,30.26,23.12,10,500,0.044951901465432,1198,0.107704755911175,449,0.042,2080,0.194,83.9,9,2,0,6
"E02003948","Penzance North","lower heat risk","Highest heat risk","Lower heat risk",35.97,25.09,8,29.99,24.4,10,407,0.0486492947645231,951,0.113674396366244,293,0.035,2192,0.262,81.5,5,2,0,2
